ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
12594,104-CI-T01,Pre-PQ Process,SO-31960,DN-1297,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,30-Jun-09,30-Jun-09,30-Jun-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,2160,56700.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,186,1660.07,111.13,1660.07,186
37157,111-MZ-T30,FPQ-7807,SCMS-111300,ASN-12116,Mozambique,PMO - US,Direct Drop,EXW,Air,5/31/11,6/13/11,26-Oct-11,26-Oct-11,26-Oct-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,120,9600.0,80.0,0.8,Inverness Japan,Yes,55,3267.66,15.84,3267.66,55
85556,103-ZW-T30,FPQ-13967,SO-48460,DN-4114,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,4/2/14,N/A - From RDC,16-Feb-15,4-Feb-15,16-Feb-15,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3969,17542.98,4.42,0.05,"Micro labs, Verna, Goa, India",Yes,561,251.42,18.03,251.42,561
59429,113-ZW-T30,FPQ-13670,SCMS-225850,ASN-25080,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2/3/14,2/11/14,4-Apr-14,4-Apr-14,8-Apr-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,8787,702960.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,3560,52462.81,722.64,52462.81,3560
1251,108-VN-T01,Pre-PQ Process,SCMS-12,ASN-91,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,Date Not Captured,16-Nov-06,16-Nov-06,16-Nov-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,2800,19600.0,7.0,0.12,"BMS Meymac, France",Yes,555,3292.15,,3292.15,555
10535,111-MZ-T01,Pre-PQ Process,SO-321,DN-13,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Jan-07,8-Jan-07,8-Jan-07,ARV,Adult,SCMS from RDC,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,764,60814.4,79.6,0.29,Roche Madrid,Yes,1669,859.14,,859.14,1669
7032,108-VN-T01,Pre-PQ Process,SCMS-20490,ASN-1795,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/08,2-Jun-08,2-Jun-08,2-Jun-08,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,630,3458.7,5.49,0.05,"Aurobindo Unit III, India",Yes,48,2729.91,5.53,2729.91,48
12172,114-UG-T01,Pre-PQ Process,SO-2342,DN-715,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Jun-08,2-Jun-08,2-Jun-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,860,10328.6,12.01,0.4,"Aurobindo Unit III, India",Yes,76,675,16.53,675,76
20294,110-ZM-T30,FPQ-12662,SCMS-202390,ASN-23686,Zambia,PMO - US,Direct Drop,EXW,Air,7/22/13,8/12/13,14-Feb-14,14-Feb-14,18-Feb-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,300000,1722000.0,5.74,0.19,Mylan (formerly Matrix) Nashik,Yes,24233,119474.09,2130.11,119474.09,24233
83743,104-CI-T30,FPQ-11253,SO-44180,DN-3447,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/14/12,N/A - From RDC,17-Dec-13,17-Dec-13,20-Jan-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,4200,16338.0,3.89,0.06,"Strides, Bangalore, India.",Yes,180,1965.57,20.21,1965.57,180
11236,102-GY-T01,Pre-PQ Process,SO-1004,DN-617,Guyana,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,21-Feb-08,21-Feb-08,21-Feb-08,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,152,1.52,0.01,0.0,Inverness Japan,Yes,45,798.59,0.0,798.59,45
85354,114-UG-T30,FPQ-11133,SO-43890,DN-3122,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,12/13/12,N/A - From RDC,7-Jun-13,7-Jun-13,7-Jun-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,24912,82956.96,3.33,0.11,"Strides, Bangalore, India.",No,See DN-3122 (ID#:82570),See DN-3122 (ID#:82570),102.62,23809.39,11337
12735,100-ZW-T01,Pre-PQ Process,SO-1150,DN-425,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Nov-07,16-Nov-07,16-Nov-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,22,162.8,7.4,0.12,"Cipla, Goa, India",No,See DN-425 (ID#:11810),See DN-425 (ID#:11810),0.26,7364.52,2262
65621,117-ET-T30,FPQ-9096,SCMS-133360,ASN-14200,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/5/12,1/23/12,27-Mar-12,27-Mar-12,27-Mar-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,44,1276.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,15,529.4,1.79,529.4,15
83190,151-NG-T30,FPQ-12248,SO-47223,DN-3438,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/6/13,N/A - From RDC,18-Nov-13,26-Nov-13,5-Dec-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,200000,2230000.0,11.15,0.37,Hetero Unit III Hyderabad IN,Yes,28992,26340,2758.51,26340,28992
83193,110-ZM-T30,FPQ-12066,SO-45070,DN-3448,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/19/13,N/A - From RDC,25-Mar-14,25-Mar-14,2-Apr-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,37979,147738.31,3.89,0.06,"Strides, Bangalore, India.",Yes,1628,3526.69,182.75,3526.69,1628
11013,110-ZM-T01,Pre-PQ Process,SO-2479,DN-861,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,20-Aug-08,20-Aug-08,20-Aug-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5000,60050.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,4247,8231.95,96.08,8231.95,4247
41640,105-SS-T30,FPQ-15569,SCMS-272150,ASN-31765,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/14,2/20/15,25-Jul-15,25-Jul-15,29-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,164,1871.07,16.95,1871.07,164
83424,151-NG-T30,FPQ-4537,SO-35082,DN-1804,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,22826,228260.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,2500,9736.1,492.13,9736.1,2500
39353,161-ZA-T30,FPQ-6262,SCMS-84220,ASN-9172,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/28/10,9-Feb-11,9-Feb-11,9-Feb-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,116000,815480.0,7.03,0.23,"Cipla, Goa, India",Yes,7965,13688.03,1758.17,13688.03,7965
83011,106-HT-T30,FPQ-9056,SO-41300,DN-2535,Haiti,PMO - US,From RDC,N/A - From RDC,Air,12/20/11,N/A - From RDC,2-Mar-12,12-Mar-12,12-Mar-12,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,1470,18375.0,12.5,0.05,"Aurobindo Unit III, India",Yes,9635,95269.39,25.76,95269.39,9635
71323,127-KE-T30,FPQ-8155,SCMS-119190,ASN-12469,Kenya,PMO - US,Direct Drop,EXW,Air,8/5/11,8/28/11,4-Nov-11,4-Nov-11,4-Nov-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7238,644182.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1246,13336.64,1062.9,13336.64,1246
83830,107-RW-T30,FPQ-13812,SO-48150,DN-3845,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,3/4/14,N/A - From RDC,16-Sep-14,1-Aug-14,22-Aug-14,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,715,2888.6,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,44,1171.2,2.97,1171.2,44
49214,107-RW-T30,FPQ-3859,SCMS-48940,ASN-6569,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/09,7/16/09,9-Apr-10,9-Apr-10,9-Apr-10,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,60300,186327.0,3.09,0.05,Hetero Unit III Hyderabad IN,Yes,3539,16769.43,365.2,16769.43,3539
49386,161-ZA-T30,FPQ-7175,SCMS-104020,ASN-10875,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,54008,349431.76,6.47,0.22,"Cipla, Goa, India",Yes,3658,12796.59,576.56,12796.59,3658
10633,111-MZ-T01,Pre-PQ Process,SO-1038,DN-426,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,29-Nov-07,29-Nov-07,29-Nov-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10044,95418.0,9.5,0.16,"Cipla, Goa, India",Yes,7341,10879.28,152.67,10879.28,7341
37925,161-ZA-T30,FPQ-5303,SCMS-68910,ASN-7468,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,24-Aug-10,4-Aug-10,4-Aug-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25190,117637.3,4.67,0.16,"Aurobindo Unit III, India",Yes,2131,5886.9,253.63,5886.9,2131
12836,111-MZ-T01,Pre-PQ Process,SO-15080,DN-1034,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Feb-09,21-Feb-09,21-Feb-09,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,252,12600.0,50.0,0.28,"MSD, Haarlem, NL",No,See DN-1034 (ID#:10732),See DN-1034 (ID#:10732),24.7,3671.92,6036
12279,106-HT-T01,Pre-PQ Process,SO-24841,DN-1219,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,22-May-09,22-May-09,22-May-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7323,71179.56,9.72,0.32,"Aurobindo Unit III, India",Yes,631,7584.12,139.51,7584.12,631
67753,109-TZ-T30,FPQ-7680,SCMS-111660,ASN-11623,Tanzania,PMO - US,Direct Drop,EXW,Air,6/6/11,6/22/11,29-Sep-11,29-Sep-11,29-Sep-11,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,"Atazanavir 150mg, capsules, 60 Caps",Atazanavir,Generic,150mg,Capsule,60,1028,22616.0,22.0,0.37,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,107,1794.89,37.32,1794.89,107
12632,110-ZM-T01,Pre-PQ Process,SO-309,DN-98,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,27-Apr-07,27-Apr-07,27-Apr-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,43470,155187.9,3.57,0.06,"Ranbaxy, Paonta Shahib, India",Yes,4398,18137.64,,18137.64,4398
12659,104-CI-T01,Pre-PQ Process,SO-518,DN-149,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,18-May-07,18-May-07,18-May-07,HRDT,HIV test,SCMS from RDC,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,160,12160.0,76.0,1.9,Bio-Rad Laboratories,Yes,173,1754,,1754,173
10636,110-ZM-T01,Pre-PQ Process,SO-1317,DN-605,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,21-Feb-08,21-Feb-08,21-Feb-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,72333,245932.2,3.4,0.06,Hetero Unit III Hyderabad IN,Yes,4957,15220.18,393.49,15220.18,4957
84201,110-ZM-T30,FPQ-9773,SO-41990,DN-2919,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/12,N/A - From RDC,17-Dec-12,17-Dec-12,17-Dec-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,43676,105695.92,2.42,0.04,"Aurobindo Unit III, India",Yes,12561,25636.2,148.19,25636.2,12561
12852,110-ZM-T01,Pre-PQ Process,SO-14040,DN-905,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,23-Sep-08,23-Sep-08,23-Sep-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9408,31987.2,3.4,0.06,"Aurobindo Unit III, India",Yes,893,6269.7,51.18,6269.7,893
84649,151-NG-T30,FPQ-6800,SO-38250,DN-2175,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/7/10,N/A - From RDC,21-Jun-11,11-May-11,11-May-11,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,41142,103266.42,2.51,0.04,"Strides, Bangalore, India.",Yes,2822,12601.12,170.39,12601.12,2822
82431,110-ZM-T30,FPQ-7085,SO-38740,DN-2487,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2/3/11,N/A - From RDC,30-Jan-12,20-Jan-12,20-Jan-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13836,34728.36,2.51,0.04,"Aurobindo Unit VII, IN",Yes,1332,6476.7,57.3,6476.7,1332
35788,101-CD-T30,FPQ-8792,SCMS-131060,ASN-13565,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,12/14/11,1/9/12,3-Aug-12,3-Aug-12,3-Aug-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,137,4384.0,32.0,1.6,"Trinity Biotech, Plc",Yes,62,1367.59,6.15,1367.59,62
16099,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-10250,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,1-Feb-11,3-May-11,3-May-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1515,15119.7,9.98,0.11,"Aurobindo Unit III, India",Yes,201,4134.92,32.6,4134.92,201
85012,151-NG-T30,FPQ-14766,SO-49682,DN-4122,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/14,N/A - From RDC,28-Feb-15,5-Feb-15,10-Feb-15,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3194,24657.68,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,23220,51645.79,25.35,51645.79,23220
1307,102-NG-T01,Pre-PQ Process,SCMS-343,ASN-259,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,15-Mar-07,30-Mar-07,30-Mar-07,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,375,28500.0,76.0,1.9,Bio-Rad Laboratories,Yes,402,4445.75,,4445.75,402
11005,106-HT-T01,Pre-PQ Process,SO-23750,DN-1100,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,325,5512.0,16.96,0.09,"MSD, Haarlem, NL",Yes,2085,23866.2,10.8,23866.2,2085
76318,108-VN-T30,FPQ-12539,SCMS-199770,ASN-22687,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/13,7/25/13,13-Dec-13,13-Dec-13,13-Dec-13,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,6493,11492.61,1.77,0.03,"Micro labs, Verna, Goa, India",Yes,301,1457.92,14.22,1457.92,301
84646,105-GY-T30,FPQ-7464,SO-39360,DN-2204,Guyana,PMO - US,From RDC,N/A - From RDC,Air,3/22/11,N/A - From RDC,20-Jun-11,16-May-11,16-May-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,600,1170.0,1.95,0.01,"Aurobindo Unit III, India",Yes,239,3106.89,1.93,3106.89,239
84788,104-CI-T30,FPQ-10405,SO-43000,DN-3023,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,7/24/12,N/A - From RDC,27-Mar-13,28-Feb-13,28-Feb-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,30000,99900.0,3.33,0.11,"Hetero, Jadcherla, unit 5, IN",No,See DN-3023 (ID#:83111),See DN-3023 (ID#:83111),140.06,10680.14,2732
68126,109-TZ-T30,FPQ-9211,SCMS-135870,ASN-13851,Tanzania,PMO - US,Direct Drop,EXW,Air,1/25/12,1/27/12,7-Mar-12,8-Mar-12,8-Mar-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1044,83520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,499,9894.85,117.1,9894.85,499
78152,108-VN-T30,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,PMO - US,Direct Drop,EXW,Air,12/15/11,1/16/12,15-May-12,15-May-12,15-May-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,27608,389272.8,14.1,0.47,Mylan (formerly Matrix) Nashik,No,See ASN-14757 (ID#:30618),See ASN-14757 (ID#:30618),545.76,8334.77,4669
61416,161-ZA-T30,FPQ-5303,SCMS-68750,ASN-8387,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,13-Oct-10,27-Oct-10,27-Oct-10,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,64738,506251.16,7.82,0.26,"Cipla, Goa, India",Yes,4457,3646.13,1091.48,3646.13,4457
84373,111-MZ-T30,FPQ-13123,SO-47092,DN-3752,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/21/13,N/A - From RDC,31-Jul-14,25-Jul-14,5-Sep-14,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,24768,61672.32,2.49,0.04,Hetero Unit III Hyderabad IN,Yes,20019,11701.65,63.4,11701.65,20019
83893,102-ZW-T30,FPQ-15196,SO-50000,DN-4156,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/16/14,N/A - From RDC,30-Apr-15,17-Mar-15,18-Mar-15,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,81589,783254.4,9.6,0.32,"Aurobindo Unit VII, IN",Yes,21668,23559.93,921.89,23559.93,21668
85189,151-NG-T30,FPQ-7217,SO-39600,DN-2215,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2/21/11,N/A - From RDC,15-Jun-11,6-Jul-11,6-Jul-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3000,19710.0,6.57,0.22,"Aurobindo Unit III, India",Yes,263,13398.06,32.52,13398.06,263
12245,123-NG-T01,Pre-PQ Process,SO-19070,DN-1039,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Feb-09,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,4124,6392.2,1.55,0.03,"Aurobindo Unit III, India",Yes,273,7363.74,12.53,7363.74,273
82790,104-CI-T30,FPQ-14370,SO-49072,DN-4212,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,5/23/14,N/A - From RDC,29-May-15,29-Apr-15,29-Apr-15,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1134,14912.1,13.15,0.44,Mylan (formerly Matrix) Nashik,Yes,121,1076.5,15.33,1076.5,121
85336,106-HT-T30,FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,1/16/13,N/A - From RDC,9-Apr-13,14-Mar-13,14-Mar-13,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution w/syringe, 200 ml",Stavudine,Generic,1mg/ml,Powder for oral solution,200,330,412.5,1.25,0.01,"Aurobindo Unit III, India",No,See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),0.51,161712.87,16035
11663,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1332,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,27-Aug-09,27-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2484,21759.84,8.76,0.15,"Aurobindo Unit III, India",Yes,2078,2400.25,42.65,2400.25,2078
73986,133-NG-T30,FPQ-12456,SCMS-196561,ASN-22353,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/13,7/10/13,7-Nov-13,11-Nov-13,17-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3041,270649.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1235,21084.84,334.79,21084.84,1235
