,Managed_By,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_USD,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean,Manufacturing_company,country_encoded,shipment_mode_encoded,manufacturing_site_encoded
4547,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,92500.0,435675.0,4.71,0.16,Yes,7878,8134.37,718.86,8134.37,7878.0,Hetero Unit III Hyderabad IN,12,4,3
4548,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,12425.0,27956.25,2.25,0.04,Yes,1273,6637.36,28.74,6637.36,1273.0,Aurobindo Unit III,4,1,1
4549,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,20.0,640.0,32.0,1.6,Yes,7,498.72,1.06,498.72,7.0,Trinity Biotech,13,1,7
4550,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,8.0,560.0,70.0,0.7,Yes,3,690.02,1.1,690.02,3.0,Inverness Japan,21,1,9
4551,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,30.0,38584.0,60191.04,1.56,0.05,Yes,2773,21807.62,61.88,21807.62,2773.0,Aurobindo Unit III,13,1,1
4552,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,40805.0,195455.95,4.79,0.16,Yes,4574,45060.6,274.03,45060.6,4574.0,Hetero Unit III Hyderabad IN,10,1,3
4553,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,25342.0,60060.54,2.37,0.04,Yes,1279,11372.22,129.49,11372.22,1279.0,Aurobindo Unit III,12,4,1
4554,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,3500.0,271950.0,77.7,0.78,Yes,795,11855.59,336.4,11855.59,795.0,Alere Medical Co.,10,1,6
4555,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,60.0,1956.0,11618.64,5.94,0.1,Yes,230,2215.81,14.37,2215.81,230.0,ABBVIE Ludwigshafen Germany,9,1,8
4556,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral,300.0,1943.0,59883.26,30.82,0.1,Yes,1848,17654.94,74.08,17654.94,1848.0,ABBVIE (Abbott) Logis. UK,2,1,11
4557,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,29146.0,135528.9,4.65,0.16,Yes,2870,19430.86,139.32,19430.86,2870.0,Aurobindo Unit VII,8,3,14
4558,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,130.0,10400.0,80.0,0.8,Yes,60,1360.14,14.58,1360.14,60.0,Alere Medical Co.,13,1,6
4559,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral,300.0,760.0,23423.2,30.82,0.1,Yes,757,10365.14,28.97,10365.14,757.0,ABBVIE (Abbott) Logis. UK,4,1,11
4560,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,60.0,50000.0,117500.0,2.35,0.04,Yes,2351,10122.75,193.88,10122.75,2351.0,Strides,5,1,5
4561,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,728.0,23296.0,32.0,1.6,Yes,245,6897.71,38.44,6897.71,245.0,Trinity Biotech,19,1,7
4562,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,7026.0,31617.0,4.5,0.15,No,See ASN-32527 (ID#:24386),See ASN-32527 (ID#:24386),37.21,42199.11,6093.0,Hetero Unit III Hyderabad IN,2,1,3
4563,PMO - US,Direct Drop,ARV,Pediatric,Others,Others,Capsule,60.0,216.0,7311.6,33.85,0.56,Yes,17,733.64,7.52,733.64,17.0,BMS Evansville,10,1,10
4564,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,OraQuick,Test kit - Ancillary,3.0,10.0,250.0,25.0,8.33,Yes,7,403.66,0.49,403.66,7.0,Orasure Technologies,21,1,10
4565,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,100.0,337.0,2696.0,8.0,0.08,No,See ASN-14984 (ID#:14988),See ASN-14984 (ID#:14988),3.78,4978.09,181.0,Alere Medical Co.,16,1,6
4566,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,120.0,5000.0,304000.0,60.8,0.51,No,See ASN-30672 (ID#:40443),See ASN-30672 (ID#:40443),357.81,2769.45,1232.0,ABBVIE Ludwigshafen Germany,5,1,8
4567,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Tablet,60.0,482.0,2410.0,5.0,0.08,Yes,50,1342.44,2.98,1342.44,50.0,Cipla,6,1,26
4568,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,7238.0,644182.0,89.0,0.89,Yes,1246,13336.64,1062.9,13336.64,1246.0,Alere Medical Co.,17,1,6
4569,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2744.0,244216.0,89.0,0.89,Yes,1303,29251.24,342.39,29251.24,1303.0,Alere Medical Co.,2,1,6
4570,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,6350.0,565150.0,89.0,0.89,Yes,2575,29274.16,665.18,29274.16,2575.0,Alere Medical Co.,2,1,6
4571,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,100.0,665.0,6.65,0.22,Yes,11,8809.05,1.1,8809.05,11.0,Aurobindo Unit III,12,4,1
4572,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,416.0,13312.0,32.0,1.6,Yes,249,1640.99,18.66,1640.99,249.0,Trinity Biotech,19,1,7
4573,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Tablet,60.0,7867.0,28321.2,3.6,0.06,Yes,811,5915.63,29.11,5915.63,811.0,Cipla,6,1,4
4574,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,30.0,8000.0,180000.0,22.5,0.75,Yes,2460,13380.07,222.66,13380.07,2460.0,Premier Med. Corp Ltd. India,8,1,10
4575,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,60.0,146746.99759882494,407322.76,2.47,0.04,Yes,8048,12225.76,878.19,12225.76,8048.0,Strides,12,4,5
4576,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Tablet,60.0,672.0,2466.24,3.67,0.06,Yes,50,3011.72,3.46,3011.72,50.0,Cipla,10,1,4
4577,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,15840.0,166320.0,10.5,0.35,Yes,2517,3789.5,170.98,3789.5,2517.0,Hetero Unit III Hyderabad IN,5,1,3
4578,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2419.0,215291.0,89.0,0.89,Yes,933,27136.6,355.23,27136.6,933.0,Alere Medical Co.,2,1,6
4579,PMO - US,Direct Drop,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60.0,8698.0,36096.7,4.15,0.07,No,See ASN-16124 (ID#:20321),See ASN-16124 (ID#:20321),50.61,7211.04,2951.0,Mylan (formerly Matrix) Nashik,5,1,2
4580,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,30.0,240.0,312.0,1.3,0.04,Yes,30,1678.57,0.32,1678.57,30.0,Aurobindo Unit III,11,1,1
4581,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,20856.0,218988.0,10.5,0.35,Yes,2959,4427.52,225.12,4427.52,2959.0,Hetero Unit III Hyderabad IN,5,1,3
4582,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,13863.0,19824.09,1.43,0.01,Yes,5467,11447.38,20.38,11447.38,5467.0,Aurobindo Unit III,13,4,1
4583,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,100.0,115.0,920.0,8.0,0.08,No,See ASN-19142 (ID#:22600),See ASN-19142 (ID#:22600),1.14,2561.61,115.0,Alere Medical Co.,16,1,6
4584,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,27.0,864.0,32.0,1.6,No,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),0.89,3196.31,112.0,Trinity Biotech,11,1,7
4585,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,413.0,13216.0,32.0,1.6,Yes,134,1083.85,16.35,1083.85,134.0,Trinity Biotech,13,1,7
4586,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5100.0,408000.0,80.0,0.8,Yes,2440,43692.46,799.68,43692.46,2440.0,Inverness Japan,2,1,9
4587,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5698.0,569800.0,100.0,1.0,Yes,2314,22194.09,670.65,22194.09,2314.0,Alere Medical Co.,6,1,6
4588,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30.0,3192.0,23940.0,7.5,0.25,No,See ASN-6355 (ID#:16828),See ASN-6355 (ID#:16828),51.61,7784.92,2128.0,Mylan (formerly Matrix) Nashik,5,1,2
4589,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,100.0,100.0,800.0,8.0,0.08,Yes,74,1649.91,0.99,1649.91,74.0,Alere Medical Co.,3,1,6
4590,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60.0,500.0,5725.0,11.45,0.19,No,See ASN-27812 (ID#:25926),See ASN-27812 (ID#:25926),5.89,3467.7,2190.0,Hetero Unit III Hyderabad IN,5,1,3
4591,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,2120.0,65720.0,31.0,1.55,Yes,610,8291.96,67.56,8291.96,610.0,Chembio Diagnostics Sys. Inc.,1,1,12
4592,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral,300.0,90.0,3033.0,33.7,0.11,Yes,126,1767.91,5.0,1767.91,126.0,ABBVIE (Abbott) Logis. UK,6,1,11
4593,PMO - US,Direct Drop,ARV,Adult,CIPLA LIMITED,Generic,Tablet,30.0,21203.0,68697.72,3.24,0.11,Yes,2471,4532.44,70.62,4532.44,2471.0,Cipla,6,4,4
4594,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,50.0,300.0,27300.0,91.0,1.82,Yes,160,2595.63,38.27,2595.63,160.0,Bio-Rad Laboratories,1,1,24
4595,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,2988.0,73206.0,24.5,11.035049360907804,Yes,1992,26266.34,90.56,26266.34,1992.0,KHB Test Kit Facility,10,1,17
4596,PMO - US,Direct Drop,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Generic,Tablet,60.0,1119.0,4476.0,4.0,0.07,No,See ASN-18970 (ID#:33422),See ASN-18970 (ID#:33422),5.54,3821.49,1741.0,Strides,5,1,5
4597,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240.0,350.0,735.0,2.1,0.01,No,See ASN-15795 (ID#:16725),See ASN-15795 (ID#:16725),1.03,1238.16,436.0,Aurobindo Unit III,5,1,1
4598,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60.0,36000.0,298440.0,8.29,0.14,No,See ASN-30463 (ID#:15460),See ASN-30463 (ID#:15460),306.8,20526.23,17826.0,Hetero Unit III Hyderabad IN,6,4,3
4599,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,1145.0,91600.0,80.0,0.8,Yes,647,13312.88,151.14,13312.88,647.0,Inverness Japan,8,1,9
4600,PMO - US,Direct Drop,ARV,Adult,STRIDES ARCOLAB LIMITED,Generic,Tablet,60.0,3753.0,9532.62,2.54,0.04,Yes,216,4146.33,20.55,4146.33,216.0,Strides,5,1,5
4601,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,22500.0,52875.0,2.35,0.04,Yes,2145,8143.97,74.13,8143.97,2145.0,Aurobindo Unit III,3,1,1
4602,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,20370.0,72720.9,3.57,0.12,Yes,1619,9054.61,101.95,9054.61,1619.0,Hetero Unit III Hyderabad IN,10,4,3
4603,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,60.0,1575.0,12143.25,7.71,0.13,Yes,186,2874.03,20.04,2874.03,186.0,ABBVIE Ludwigshafen Germany,10,1,8
4604,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Aluvia,Tablet,120.0,7145.0,258363.2,36.16,0.3,Yes,1604,9915.56,557.03,9915.56,1604.0,ABBVIE Ludwigshafen Germany,9,1,8
4605,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,64260.0,289812.6,4.51,0.15,Yes,5623,630.5,624.84,630.5,5623.0,Aurobindo Unit III,12,4,1
4606,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,5994.0,146853.0,24.5,11.035049360907804,Yes,3996,53062.21,150.96,53062.21,3996.0,KHB Test Kit Facility,10,1,17
4607,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,56970.0,266049.9,4.67,0.16,Yes,4822,5886.9,573.6,5886.9,4822.0,Aurobindo Unit III,12,1,1
4608,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,150.0,10500.0,70.0,0.7,Yes,37,2541.8,20.58,2541.8,37.0,Inverness Japan,19,1,9
4609,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60.0,15750.0,40792.5,2.59,0.04,Yes,986,4015.82,79.95,4015.82,986.0,Hetero Unit III Hyderabad IN,10,1,3
4610,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60.0,100000.0,218000.0,2.18,0.04,Yes,6304,34182.97,224.1,34182.97,6304.0,Hetero Unit III Hyderabad IN,4,1,3
4611,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,60.0,360.0,2775.6,7.71,0.13,Yes,46,984.39,3.89,984.39,46.0,ABBVIE Ludwigshafen Germany,6,1,8
4612,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,4555.0,364400.0,80.0,0.8,Yes,974,9456.46,785.65,9456.46,974.0,Inverness Japan,17,1,9
4613,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,3000.0,96000.0,32.0,1.6,Yes,909,10203.1,98.69,10203.1,909.0,Trinity Biotech,4,1,7
4614,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,21896.0,145608.4,6.65,0.22,Yes,2044,5768.66,240.25,5768.66,2044.0,Aurobindo Unit III,12,4,1
4615,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,30.0,92000.0,216200.0,2.35,0.08,Yes,5184,9592.95,466.13,9592.95,5184.0,Aurobindo Unit III,12,4,1
4616,PMO - US,Direct Drop,ANTM,Malaria,Others,Generic,Tablet,306.40850760066724,720.0,16164.0,22.45,0.02,Yes,578,3089.83,19.99,3089.83,578.0,Guilin OSD site,11,1,10
4617,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,50.0,300.0,27300.0,91.0,1.82,Yes,728,6879.32,38.27,6879.32,728.0,Bio-Rad Laboratories,1,1,24
4618,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,5361.0,428880.0,80.0,0.8,Yes,1098,10929.38,924.67,10929.38,1098.0,Inverness Japan,17,1,9
4619,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,4848.0,140592.0,29.0,1.45,Yes,1784,8248.33,197.11,8248.33,1784.0,Chembio Diagnostics Sys. Inc.,2,1,12
4620,PMO - US,Direct Drop,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Generic,Tablet,30.0,8000.0,144000.0,18.0,0.6,Yes,1023,6433.8,148.03,6433.8,1023.0,Emcure Plot No.P-2,6,1,20
4621,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,6000.0,480000.0,80.0,0.8,Yes,2432,23482.06,493.44,23482.06,2432.0,Alere Medical Co.,3,1,6
4622,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,3032.0,242560.0,80.0,0.8,Yes,1317,47892.57,300.05,47892.57,1317.0,Alere Medical Co.,3,1,6
4623,PMO - US,Direct Drop,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Colloidal Gold,Test kit,1.0,20.0,460.0,23.0,11.035049360907804,Yes,16,486.18,0.76,486.18,16.0,KHB Test Kit Facility,21,1,17
4624,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,7882.0,630560.0,80.0,0.8,Yes,3757,15105.99,1040.42,15105.99,3757.0,Alere Medical Co.,7,4,6
4625,PMO - US,Direct Drop,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Stocrin/Sustiva,Oral,180.0,167.0,2832.32,16.96,0.09,Yes,47,290,5.55,290.0,47.0,MSD,6,1,16
4626,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,2068.0,55836.0,27.0,1.35,Yes,685,5557.27,120.38,5557.27,685.0,Chembio Diagnostics Sys. Inc.,1,1,12
4627,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30.0,570.0,7552.5,13.25,0.44,No,See ASN-10663 (ID#:32313),See ASN-10663 (ID#:32313),16.28,255.0,87.0,Aurobindo Unit III,10,1,1
4628,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,591.0,6737.4,11.4,0.19,Yes,36,430.5,8.33,430.5,36.0,Aurobindo Unit III,5,1,1
4629,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,50.0,500.0,45500.0,91.0,1.82,Yes,284,32609.44,63.79,32609.44,284.0,Bio-Rad Laboratories,1,1,24
4630,PMO - US,Direct Drop,ARV,Adult,Others,Others,Tablet,60.0,111.0,5994.0,54.0,0.9,Yes,42,926.3,6.16,926.3,42.0,Janssen-Cilag,6,1,10
4631,PMO - US,Direct Drop,HRDT,HIV test - Ancillary,"Orgenics, Ltd",Determine,Test kit - Ancillary,1.0,2683.0,13415.0,5.0,5.0,No,See ASN-28379 (ID#:32865),See ASN-28379 (ID#:32865),13.79,62196.13,2131.0,Alere Medical Co.,11,1,6
4632,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,1975.0,63200.0,32.0,1.6,Yes,659,9106.51,104.28,9106.51,659.0,Trinity Biotech,14,1,7
4633,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,20993.0,97617.45,4.65,0.16,Yes,2100,17568.6,120.75,17568.6,2100.0,Aurobindo Unit VII,20,1,14
4634,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,29107.0,238677.4,8.2,0.14,Yes,3647,18545.17,245.36,18545.17,3647.0,Aurobindo Unit III,13,1,1
4635,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,3962.0,126784.0,32.0,1.6,Yes,1153,7754.14,130.33,7754.14,1153.0,Trinity Biotech,7,1,7
4636,PMO - US,Direct Drop,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,90.0,17357.0,173222.86,9.98,0.11,Yes,2301,4573.2,373.47,4573.2,2301.0,Aurobindo Unit III,12,4,1
4637,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,23322.0,107747.64,4.62,0.15,Yes,2637,13397.02,110.76,13397.02,2637.0,Hetero Unit III Hyderabad IN,19,1,3
4638,PMO - US,Direct Drop,HRDT,HIV test,"Standard Diagnostics, Inc.",Determine,Test kit,100.0,3781.0,0.0,0.0,0.0,Yes,1642,25778.9,0.0,25778.9,1642.0,Alere Medical Co.,9,1,6
4639,PMO - US,Direct Drop,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60.0,11538.0,22960.62,1.99,0.03,No,See ASN-30499 (ID#:52793),See ASN-30499 (ID#:52793),23.6,12580.0,1976.0,Mylan,13,1,30
4640,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2884.0,230720.0,80.0,0.8,Yes,1374,24000.91,323.47,24000.91,1374.0,Alere Medical Co.,9,1,6
4641,PMO - US,Direct Drop,ARV,Adult,EMCURE PHARMACEUTICALS LTD,Generic,Tablet,30.0,47963.0,206240.9,4.3,0.14,Yes,3789,9582.55,340.3,9582.55,3789.0,Emcure Plot No.P-2,12,4,20
4642,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,34.0,1088.0,32.0,1.6,No,See ASN-24721 (ID#:13708),See ASN-24721 (ID#:13708),1.12,2734.02,54.0,Trinity Biotech,11,1,7
4643,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,19200.0,201600.0,10.5,0.35,Yes,2719,4084.56,207.24,4084.56,2719.0,Hetero Unit III Hyderabad IN,5,1,3
4644,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30.0,118537.0,534601.87,4.51,0.15,Yes,10373,630.5,1152.6,630.5,10373.0,Aurobindo Unit III,12,4,1
4645,PMO - US,Direct Drop,HRDT,HIV test,Others,Others,Test kit,50.0,80.0,99402.4,146.44396941431887,11.035049360907804,Yes,111,1368.78,102.19,1368.78,111.0,Bio-Rad Laboratories,7,1,24
4646,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,39360.0,281424.0,7.15,0.12,Yes,3421,15241.75,394.56,15241.75,3421.0,Aurobindo Unit III,9,1,1
4647,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60.0,35000.0,292250.0,8.35,0.14,No,See ASN-9408 (ID#:39263),See ASN-9408 (ID#:39263),630.09,18473.57,5359.0,Hetero Unit III Hyderabad IN,5,1,3
4648,PMO - US,Direct Drop,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Stat-Pak,Test kit,20.0,6.0,174.0,29.0,1.45,Yes,2,297,0.24,297.0,2.0,Chembio Diagnostics Sys. Inc.,14,1,12
4649,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,Tablet,60.0,616.0,4219.6,6.85,0.11,Yes,87,1053.88,5.22,1053.88,87.0,ABBVIE Ludwigshafen Germany,7,1,8
4650,PMO - US,Direct Drop,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60.0,4448.0,133440.0,30.0,0.5,Yes,693,5066.44,287.7,5066.44,693.0,Mylan (formerly Matrix) Nashik,1,1,2
4651,PMO - US,Direct Drop,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,30.0,983.0,3184.92,3.24,0.11,Yes,93,668.75,3.94,668.75,93.0,Hetero Unit III Hyderabad IN,5,1,3
4652,PMO - US,Direct Drop,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Norvir,Tablet,60.0,210.0,1438.5,6.85,0.11,Yes,32,852.02,1.78,852.02,32.0,ABBVIE Ludwigshafen Germany,3,1,8
4653,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60.0,19740.0,169961.4,8.61,0.14,No,See ASN-6264 (ID#:52856),See ASN-6264 (ID#:52856),333.12,17541.06,4762.0,Aurobindo Unit III,5,1,1
4654,PMO - US,Direct Drop,ARV,Adult,Others,Invirase,Tablet,120.0,98.0,10150.19,103.57,0.86,Yes,18,968.25,16.75,968.25,18.0,Roche Madrid,3,1,10
4655,PMO - US,Direct Drop,HRDT,HIV test,"Orgenics, Ltd",Determine,Test kit,100.0,2891.0,231280.0,80.0,0.8,Yes,1378,25607.44,381.61,25607.44,1378.0,Alere Medical Co.,7,1,6
4656,PMO - US,Direct Drop,ARV,Pediatric,CIPLA LIMITED,Generic,Oral,240.0,50000.0,103000.0,2.06,0.01,Yes,18462,22647.81,169.95,22647.81,18462.0,Cipla,12,4,4
4657,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,6704.0,214528.0,32.0,1.6,Yes,2134,13771.63,252.5,13771.63,2134.0,Trinity Biotech,2,1,7
4658,PMO - US,Direct Drop,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Kaletra,Oral,300.0,5362.0,165256.84,30.82,0.1,Yes,5060,44952.61,169.88,44952.61,5060.0,ABBVIE (Abbott) Logis. UK,8,1,11
4659,PMO - US,Direct Drop,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30.0,180.0,2340.0,13.0,0.43,No,See ASN-5131 (ID#:25886),See ASN-5131 (ID#:25886),4.59,5018.69,3099.0,Aurobindo Unit III,5,1,1
4660,PMO - US,Direct Drop,HRDT,HIV test,"Trinity Biotech, Plc",Uni-Gold,Test kit,20.0,89.0,2848.0,32.0,1.6,No,See ASN-31750 (ID#:19272),See ASN-31750 (ID#:19272),3.35,3918.37,508.0,Trinity Biotech,11,1,7
